date,open,high,low,close,volume
2025-01-27 09:15:00+05:30,22946.05078125,22986.599609375,22911.150390625,22966.599609375,0
2025-01-27 09:30:00+05:30,22967.55078125,23007.05078125,22948.099609375,22994.0,0
2025-01-27 09:45:00+05:30,22995.44921875,23005.400390625,22963.19921875,22967.25,0
2025-01-27 10:00:00+05:30,22967.25,22999.150390625,22960.30078125,22970.69921875,0
2025-01-27 10:15:00+05:30,22971.25,22971.25,22854.30078125,22854.30078125,0
2025-01-27 10:30:00+05:30,22854.5,22867.25,22827.19921875,22861.25,0
2025-01-27 10:45:00+05:30,22861.75,22886.650390625,22838.30078125,22846.55078125,0
2025-01-27 11:00:00+05:30,22847.25,22870.349609375,22840.94921875,22864.5,0
2025-01-27 11:15:00+05:30,22864.55078125,22903.5,22862.94921875,22894.5,0
2025-01-27 11:30:00+05:30,22895.25,22909.5,22856.25,22866.900390625,0
2025-01-27 11:45:00+05:30,22867.30078125,22912.900390625,22864.69921875,22906.5,0
2025-01-27 12:00:00+05:30,22907.44921875,22941.650390625,22867.0,22881.55078125,0
2025-01-27 12:15:00+05:30,22882.0,22943.69921875,22882.0,22936.25,0
2025-01-27 12:30:00+05:30,22935.849609375,22938.94921875,22862.599609375,22866.30078125,0
2025-01-27 12:45:00+05:30,22866.75,22877.19921875,22840.55078125,22862.75,0
2025-01-27 13:00:00+05:30,22862.80078125,22885.849609375,22854.599609375,22885.44921875,0
2025-01-27 13:15:00+05:30,22885.94921875,22892.349609375,22840.69921875,22846.44921875,0
2025-01-27 13:30:00+05:30,22845.75,22870.25,22827.94921875,22861.44921875,0
2025-01-27 13:45:00+05:30,22862.099609375,22878.599609375,22839.650390625,22860.349609375,0
2025-01-27 14:00:00+05:30,22860.349609375,22861.099609375,22822.44921875,22834.900390625,0
2025-01-27 14:15:00+05:30,22835.099609375,22857.900390625,22828.849609375,22834.05078125,0
2025-01-27 14:30:00+05:30,22834.099609375,22834.599609375,22800.44921875,22806.849609375,0
2025-01-27 14:45:00+05:30,22806.599609375,22833.349609375,22790.30078125,22825.55078125,0
2025-01-27 15:00:00+05:30,22826.150390625,22843.30078125,22814.599609375,22835.69921875,0
2025-01-27 15:15:00+05:30,22835.5,22838.400390625,22814.349609375,22816.849609375,0
2025-01-28 09:15:00+05:30,22967.94921875,22969.150390625,22885.400390625,22908.349609375,0
2025-01-28 09:30:00+05:30,22908.80078125,22909.55078125,22875.5,22877.900390625,0
2025-01-28 09:45:00+05:30,22876.0,22918.400390625,22860.30078125,22892.0,0
2025-01-28 10:00:00+05:30,22894.400390625,22930.349609375,22872.19921875,22881.25,0
2025-01-28 10:15:00+05:30,22882.5,22909.69921875,22858.650390625,22906.69921875,0
2025-01-28 10:30:00+05:30,22906.5,22918.849609375,22873.44921875,22884.05078125,0
2025-01-28 10:45:00+05:30,22882.349609375,22910.099609375,22877.80078125,22897.5,0
2025-01-28 11:00:00+05:30,22897.150390625,22985.94921875,22892.94921875,22959.599609375,0
2025-01-28 11:15:00+05:30,22958.55078125,22978.349609375,22944.30078125,22971.19921875,0
2025-01-28 11:30:00+05:30,22971.150390625,23033.30078125,22957.849609375,23007.30078125,0
2025-01-28 11:45:00+05:30,23006.94921875,23027.900390625,22986.400390625,22995.150390625,0
2025-01-28 12:00:00+05:30,22994.900390625,23040.650390625,22988.400390625,23032.650390625,0
2025-01-28 12:15:00+05:30,23032.150390625,23049.0,23000.25,23008.69921875,0
2025-01-28 12:30:00+05:30,23007.55078125,23022.5,22999.099609375,23008.849609375,0
2025-01-28 12:45:00+05:30,23009.400390625,23053.25,23009.0,23045.0,0
2025-01-28 13:00:00+05:30,23044.75,23068.55078125,23039.849609375,23065.25,0
2025-01-28 13:15:00+05:30,23067.349609375,23073.75,23026.150390625,23026.150390625,0
2025-01-28 13:30:00+05:30,23026.650390625,23053.5,23021.75,23037.900390625,0
2025-01-28 13:45:00+05:30,23035.849609375,23065.0,23034.75,23057.650390625,0
2025-01-28 14:00:00+05:30,23057.349609375,23075.55078125,23043.19921875,23051.75,0
2025-01-28 14:15:00+05:30,23051.94921875,23123.150390625,23048.150390625,23116.5,0
2025-01-28 14:30:00+05:30,23116.0,23137.44921875,23103.349609375,23129.349609375,0
2025-01-28 14:45:00+05:30,23129.849609375,23132.400390625,22956.94921875,22987.599609375,0
2025-01-28 15:00:00+05:30,22989.75,22990.75,22909.25,22967.55078125,0
2025-01-28 15:15:00+05:30,22968.349609375,22984.5,22951.5,22976.30078125,0
2025-01-29 09:15:00+05:30,23023.75,23049.150390625,22978.69921875,22987.69921875,0
2025-01-29 09:30:00+05:30,22988.0,23069.75,22978.150390625,23040.44921875,0
2025-01-29 09:45:00+05:30,23041.55078125,23056.69921875,23023.69921875,23056.69921875,0
2025-01-29 10:00:00+05:30,23056.44921875,23096.80078125,23047.30078125,23067.150390625,0
2025-01-29 10:15:00+05:30,23067.55078125,23105.650390625,23053.80078125,23095.25,0
2025-01-29 10:30:00+05:30,23094.55078125,23106.44921875,23071.150390625,23074.099609375,0
2025-01-29 10:45:00+05:30,23073.69921875,23125.5,23068.25,23122.849609375,0
2025-01-29 11:00:00+05:30,23122.75,23123.94921875,23074.75,23085.400390625,0
2025-01-29 11:15:00+05:30,23084.75,23090.849609375,22984.150390625,23066.44921875,0
2025-01-29 11:30:00+05:30,23066.80078125,23125.150390625,23066.80078125,23092.69921875,0
2025-01-29 11:45:00+05:30,23093.30078125,23128.150390625,23092.150390625,23112.69921875,0
2025-01-29 12:00:00+05:30,23111.5,23128.75,23098.05078125,23120.94921875,0
2025-01-29 12:15:00+05:30,23121.099609375,23168.05078125,23116.0,23135.900390625,0
2025-01-29 12:30:00+05:30,23135.55078125,23149.900390625,23112.650390625,23133.25,0
2025-01-29 12:45:00+05:30,23133.05078125,23146.19921875,23116.30078125,23122.349609375,0
2025-01-29 13:00:00+05:30,23122.400390625,23131.400390625,23086.55078125,23112.80078125,0
2025-01-29 13:15:00+05:30,23113.05078125,23166.849609375,23109.900390625,23162.94921875,0
2025-01-29 13:30:00+05:30,23163.150390625,23167.75,23136.75,23147.599609375,0
2025-01-29 13:45:00+05:30,23148.94921875,23169.599609375,23143.0,23158.30078125,0
2025-01-29 14:00:00+05:30,23158.099609375,23181.0,23148.94921875,23174.05078125,0
2025-01-29 14:15:00+05:30,23174.55078125,23180.80078125,23126.30078125,23142.69921875,0
2025-01-29 14:30:00+05:30,23142.69921875,23146.55078125,23115.099609375,23144.849609375,0
2025-01-29 14:45:00+05:30,23145.30078125,23149.650390625,23130.900390625,23138.80078125,0
2025-01-29 15:00:00+05:30,23140.650390625,23164.05078125,23132.150390625,23159.349609375,0
2025-01-29 15:15:00+05:30,23160.30078125,23182.69921875,23153.849609375,23176.19921875,0
2025-01-30 09:15:00+05:30,23168.400390625,23193.44921875,23141.0,23169.44921875,0
2025-01-30 09:30:00+05:30,23169.0,23215.5,23166.25,23204.150390625,0
2025-01-30 09:45:00+05:30,23204.150390625,23233.94921875,23200.650390625,23230.5,0
2025-01-30 10:00:00+05:30,23230.650390625,23300.55078125,23227.25,23271.400390625,0
2025-01-30 10:15:00+05:30,23271.599609375,23305.5,23268.69921875,23300.5,0
2025-01-30 10:30:00+05:30,23302.44921875,23310.849609375,23279.349609375,23295.650390625,0
2025-01-30 10:45:00+05:30,23296.900390625,23302.75,23235.900390625,23246.849609375,0
2025-01-30 11:00:00+05:30,23247.349609375,23291.0,23224.0,23288.30078125,0
2025-01-30 11:15:00+05:30,23289.150390625,23301.0,23258.94921875,23265.94921875,0
2025-01-30 11:30:00+05:30,23267.55078125,23267.69921875,23228.05078125,23244.849609375,0
2025-01-30 11:45:00+05:30,23245.80078125,23287.650390625,23242.099609375,23266.94921875,0
2025-01-30 12:00:00+05:30,23268.05078125,23276.349609375,23246.150390625,23250.80078125,0
2025-01-30 12:15:00+05:30,23250.30078125,23288.55078125,23229.69921875,23273.150390625,0
2025-01-30 12:30:00+05:30,23273.900390625,23289.900390625,23270.30078125,23274.94921875,0
2025-01-30 12:45:00+05:30,23275.5,23279.44921875,23249.599609375,23261.849609375,0
2025-01-30 13:00:00+05:30,23262.05078125,23279.75,23255.25,23261.94921875,0
2025-01-30 13:15:00+05:30,23263.400390625,23268.44921875,23219.599609375,23223.599609375,0
2025-01-30 13:30:00+05:30,23223.900390625,23239.400390625,23216.900390625,23224.5,0
2025-01-30 13:45:00+05:30,23227.30078125,23228.75,23173.75,23191.69921875,0
2025-01-30 14:00:00+05:30,23190.349609375,23199.900390625,23141.900390625,23167.599609375,0
2025-01-30 14:15:00+05:30,23168.150390625,23193.19921875,23159.05078125,23164.849609375,0
2025-01-30 14:30:00+05:30,23163.599609375,23177.05078125,23139.94921875,23174.599609375,0
2025-01-30 14:45:00+05:30,23175.0,23205.69921875,23148.80078125,23192.150390625,0
2025-01-30 15:00:00+05:30,23192.349609375,23255.05078125,23182.900390625,23249.55078125,0
2025-01-30 15:15:00+05:30,23248.44921875,23318.75,23244.69921875,23297.94921875,0
2025-01-31 09:15:00+05:30,23297.599609375,23331.80078125,23280.55078125,23326.05078125,0
2025-01-31 09:30:00+05:30,23325.349609375,23355.400390625,23295.650390625,23349.44921875,0
2025-01-31 09:45:00+05:30,23348.69921875,23395.349609375,23345.0,23389.5,0
2025-01-31 10:00:00+05:30,23390.099609375,23403.30078125,23314.80078125,23340.19921875,0
2025-01-31 10:15:00+05:30,23340.19921875,23397.19921875,23331.69921875,23390.19921875,0
2025-01-31 10:30:00+05:30,23389.80078125,23415.099609375,23388.400390625,23413.650390625,0
2025-01-31 10:45:00+05:30,23413.400390625,23430.80078125,23406.150390625,23430.80078125,0
2025-01-31 11:00:00+05:30,23430.69921875,23444.25,23418.5,23422.80078125,0
2025-01-31 11:15:00+05:30,23422.400390625,23448.25,23403.44921875,23403.44921875,0
2025-01-31 11:30:00+05:30,23403.650390625,23411.900390625,23388.44921875,23399.900390625,0
2025-01-31 11:45:00+05:30,23400.19921875,23432.599609375,23400.0,23431.55078125,0
2025-01-31 12:00:00+05:30,23431.849609375,23449.05078125,23422.25,23444.19921875,0
2025-01-31 12:15:00+05:30,23444.5,23448.650390625,23426.05078125,23434.849609375,0
2025-01-31 12:30:00+05:30,23434.69921875,23477.400390625,23433.0,23462.44921875,0
2025-01-31 12:45:00+05:30,23462.94921875,23484.849609375,23455.650390625,23480.849609375,0
2025-01-31 13:00:00+05:30,23480.349609375,23502.55078125,23463.599609375,23500.099609375,0
2025-01-31 13:15:00+05:30,23500.05078125,23525.55078125,23497.900390625,23522.5,0
2025-01-31 13:30:00+05:30,23521.80078125,23530.650390625,23492.30078125,23506.650390625,0
2025-01-31 13:45:00+05:30,23506.900390625,23512.75,23478.44921875,23481.80078125,0
2025-01-31 14:00:00+05:30,23482.69921875,23484.849609375,23426.099609375,23447.849609375,0
2025-01-31 14:15:00+05:30,23446.80078125,23452.44921875,23422.599609375,23444.5,0
2025-01-31 14:30:00+05:30,23443.30078125,23486.5,23432.099609375,23484.30078125,0
2025-01-31 14:45:00+05:30,23483.05078125,23501.099609375,23477.25,23494.150390625,0
2025-01-31 15:00:00+05:30,23493.55078125,23518.05078125,23478.650390625,23515.150390625,0
2025-01-31 15:15:00+05:30,23513.849609375,23546.400390625,23498.25,23533.849609375,0
2025-02-01 09:15:00+05:30,23538.30078125,23591.599609375,23479.69921875,23506.69921875,0
2025-02-01 09:30:00+05:30,23510.05078125,23589.5,23506.19921875,23558.849609375,0
2025-02-01 09:45:00+05:30,23558.80078125,23585.5,23532.55078125,23560.650390625,0
2025-02-01 10:00:00+05:30,23558.05078125,23588.05078125,23549.099609375,23555.900390625,0
2025-02-01 10:15:00+05:30,23555.69921875,23578.44921875,23555.69921875,23568.30078125,0
2025-02-01 10:30:00+05:30,23568.099609375,23595.30078125,23560.05078125,23581.69921875,0
2025-02-01 10:45:00+05:30,23583.69921875,23601.94921875,23575.400390625,23590.5,0
2025-02-01 11:00:00+05:30,23589.900390625,23594.30078125,23530.80078125,23582.94921875,0
2025-02-01 11:15:00+05:30,23581.55078125,23604.150390625,23567.650390625,23599.5,0
2025-02-01 11:30:00+05:30,23599.25,23632.349609375,23564.75,23627.25,0
2025-02-01 11:45:00+05:30,23628.25,23629.05078125,23364.099609375,23425.80078125,0
2025-02-01 12:00:00+05:30,23424.25,23567.349609375,23389.69921875,23447.05078125,0
2025-02-01 12:15:00+05:30,23449.099609375,23549.0,23426.150390625,23449.44921875,0
2025-02-01 12:30:00+05:30,23451.05078125,23471.650390625,23346.55078125,23418.44921875,0
2025-02-01 12:45:00+05:30,23418.75,23430.099609375,23386.05078125,23421.650390625,0
2025-02-01 13:00:00+05:30,23421.5,23428.349609375,23323.099609375,23373.400390625,0
2025-02-01 13:15:00+05:30,23374.650390625,23457.849609375,23341.599609375,23442.099609375,0
2025-02-01 13:30:00+05:30,23442.44921875,23495.05078125,23424.44921875,23495.05078125,0
2025-02-01 13:45:00+05:30,23496.650390625,23513.650390625,23472.849609375,23495.25,0
2025-02-01 14:00:00+05:30,23495.150390625,23533.69921875,23476.900390625,23520.25,0
2025-02-01 14:15:00+05:30,23520.900390625,23547.94921875,23510.349609375,23533.94921875,0
2025-02-01 14:30:00+05:30,23534.05078125,23537.599609375,23454.94921875,23471.55078125,0
2025-02-01 14:45:00+05:30,23475.05078125,23511.150390625,23473.94921875,23506.0,0
2025-02-01 15:00:00+05:30,23508.849609375,23515.80078125,23479.30078125,23481.19921875,0
2025-02-01 15:15:00+05:30,23480.75,23499.75,23463.349609375,23495.30078125,0
2025-02-03 09:15:00+05:30,23321.650390625,23336.75,23240.30078125,23335.099609375,0
2025-02-03 09:30:00+05:30,23334.19921875,23343.849609375,23257.05078125,23257.099609375,0
2025-02-03 09:45:00+05:30,23257.55078125,23258.900390625,23222.55078125,23246.55078125,0
2025-02-03 10:00:00+05:30,23248.80078125,23277.349609375,23238.30078125,23263.69921875,0
2025-02-03 10:15:00+05:30,23262.5,23285.44921875,23239.69921875,23282.099609375,0
2025-02-03 10:30:00+05:30,23282.0,23315.650390625,23270.05078125,23309.69921875,0
2025-02-03 10:45:00+05:30,23309.5,23324.849609375,23293.599609375,23317.55078125,0
2025-02-03 11:00:00+05:30,23318.0,23328.349609375,23310.94921875,23322.650390625,0
2025-02-03 11:15:00+05:30,23322.30078125,23338.599609375,23285.94921875,23290.5,0
2025-02-03 11:30:00+05:30,23289.94921875,23293.75,23253.099609375,23270.30078125,0
2025-02-03 11:45:00+05:30,23269.75,23287.05078125,23263.650390625,23281.349609375,0
2025-02-03 12:00:00+05:30,23281.25,23306.30078125,23280.650390625,23299.849609375,0
2025-02-03 12:15:00+05:30,23299.5,23300.94921875,23269.650390625,23288.599609375,0
2025-02-03 12:30:00+05:30,23288.75,23295.400390625,23266.19921875,23273.05078125,0
2025-02-03 12:45:00+05:30,23274.5,23283.349609375,23258.05078125,23281.05078125,0
2025-02-03 13:00:00+05:30,23282.849609375,23361.599609375,23276.349609375,23360.69921875,0
2025-02-03 13:15:00+05:30,23360.80078125,23368.94921875,23328.0,23331.69921875,0
2025-02-03 13:30:00+05:30,23332.849609375,23355.349609375,23323.25,23352.05078125,0
2025-02-03 13:45:00+05:30,23352.19921875,23362.599609375,23306.349609375,23325.55078125,0
2025-02-03 14:00:00+05:30,23326.80078125,23355.44921875,23324.349609375,23346.599609375,0
2025-02-03 14:15:00+05:30,23346.80078125,23364.400390625,23337.55078125,23361.05078125,0
2025-02-03 14:30:00+05:30,23361.80078125,23364.80078125,23340.849609375,23351.849609375,0
2025-02-03 14:45:00+05:30,23351.30078125,23355.599609375,23327.0,23355.05078125,0
2025-02-03 15:00:00+05:30,23354.349609375,23381.349609375,23349.400390625,23366.900390625,0
2025-02-03 15:15:00+05:30,23367.19921875,23369.80078125,23349.94921875,23359.69921875,0
2025-02-04 09:15:00+05:30,23501.05078125,23533.849609375,23482.94921875,23514.349609375,0
2025-02-04 09:30:00+05:30,23514.099609375,23572.75,23482.69921875,23572.400390625,0
2025-02-04 09:45:00+05:30,23572.19921875,23581.69921875,23554.44921875,23557.94921875,0
2025-02-04 10:00:00+05:30,23557.75,23573.349609375,23504.099609375,23512.650390625,0
2025-02-04 10:15:00+05:30,23513.25,23534.5,23484.400390625,23500.94921875,0
2025-02-04 10:30:00+05:30,23501.599609375,23511.94921875,23424.55078125,23459.19921875,0
2025-02-04 10:45:00+05:30,23460.400390625,23482.80078125,23436.25,23466.55078125,0
2025-02-04 11:00:00+05:30,23466.849609375,23511.19921875,23460.75,23506.5,0
2025-02-04 11:15:00+05:30,23508.05078125,23551.44921875,23493.900390625,23529.19921875,0
2025-02-04 11:30:00+05:30,23528.19921875,23559.099609375,23527.900390625,23540.19921875,0
2025-02-04 11:45:00+05:30,23540.75,23616.400390625,23538.900390625,23546.25,0
2025-02-04 12:00:00+05:30,23547.44921875,23571.150390625,23527.25,23565.400390625,0
2025-02-04 12:15:00+05:30,23566.150390625,23594.099609375,23562.150390625,23577.599609375,0
2025-02-04 12:30:00+05:30,23577.75,23613.599609375,23575.75,23590.849609375,0
2025-02-04 12:45:00+05:30,23590.099609375,23631.099609375,23583.55078125,23619.05078125,0
2025-02-04 13:00:00+05:30,23619.94921875,23642.30078125,23580.80078125,23640.05078125,0
2025-02-04 13:15:00+05:30,23641.05078125,23659.099609375,23625.400390625,23649.5,0
2025-02-04 13:30:00+05:30,23650.55078125,23695.69921875,23641.849609375,23670.55078125,0
2025-02-04 13:45:00+05:30,23668.19921875,23712.5,23663.599609375,23679.94921875,0
2025-02-04 14:00:00+05:30,23680.30078125,23695.05078125,23627.25,23651.599609375,0
2025-02-04 14:15:00+05:30,23647.94921875,23664.349609375,23633.849609375,23647.05078125,0
2025-02-04 14:30:00+05:30,23647.69921875,23708.349609375,23642.94921875,23701.150390625,0
2025-02-04 14:45:00+05:30,23702.05078125,23751.400390625,23684.599609375,23748.75,0
2025-02-04 15:00:00+05:30,23749.900390625,23761.900390625,23733.05078125,23744.0,0
2025-02-04 15:15:00+05:30,23744.400390625,23745.55078125,23697.05078125,23707.69921875,0
2025-02-05 09:15:00+05:30,23801.75,23803.55078125,23751.44921875,23763.75,0
2025-02-05 09:30:00+05:30,23764.099609375,23799.94921875,23755.849609375,23796.80078125,0
2025-02-05 09:45:00+05:30,23797.55078125,23798.25,23741.0,23753.75,0
2025-02-05 10:00:00+05:30,23754.150390625,23770.400390625,23726.55078125,23747.849609375,0
2025-02-05 10:15:00+05:30,23746.400390625,23774.900390625,23728.849609375,23774.900390625,0
2025-02-05 10:30:00+05:30,23774.349609375,23776.400390625,23759.150390625,23769.400390625,0
2025-02-05 10:45:00+05:30,23769.05078125,23786.30078125,23752.150390625,23757.099609375,0
2025-02-05 11:00:00+05:30,23756.849609375,23770.349609375,23728.44921875,23733.650390625,0
2025-02-05 11:15:00+05:30,23733.099609375,23754.849609375,23713.650390625,23751.599609375,0
2025-02-05 11:30:00+05:30,23751.25,23755.55078125,23736.349609375,23743.900390625,0
2025-02-05 11:45:00+05:30,23744.05078125,23759.0,23738.349609375,23741.55078125,0
2025-02-05 12:00:00+05:30,23741.25,23746.75,23724.400390625,23732.05078125,0
2025-02-05 12:15:00+05:30,23732.55078125,23753.849609375,23728.849609375,23738.650390625,0
2025-02-05 12:30:00+05:30,23738.44921875,23743.25,23727.400390625,23732.900390625,0
2025-02-05 12:45:00+05:30,23732.44921875,23733.94921875,23715.0,23723.650390625,0
2025-02-05 13:00:00+05:30,23722.05078125,23756.349609375,23712.55078125,23755.650390625,0
2025-02-05 13:15:00+05:30,23755.900390625,23760.69921875,23745.349609375,23749.55078125,0
2025-02-05 13:30:00+05:30,23749.30078125,23760.19921875,23732.69921875,23735.19921875,0
2025-02-05 13:45:00+05:30,23735.400390625,23774.5,23732.05078125,23770.099609375,0
2025-02-05 14:00:00+05:30,23770.69921875,23771.099609375,23740.80078125,23741.900390625,0
2025-02-05 14:15:00+05:30,23743.099609375,23747.650390625,23731.94921875,23736.599609375,0
2025-02-05 14:30:00+05:30,23737.25,23752.900390625,23732.69921875,23734.849609375,0
2025-02-05 14:45:00+05:30,23735.150390625,23735.400390625,23720.5,23730.5,0
2025-02-05 15:00:00+05:30,23730.25,23731.25,23680.650390625,23695.900390625,0
2025-02-05 15:15:00+05:30,23695.849609375,23700.900390625,23685.099609375,23685.099609375,0
2025-02-06 09:15:00+05:30,23766.75,23771.30078125,23687.30078125,23696.55078125,0
2025-02-06 09:30:00+05:30,23699.05078125,23700.69921875,23642.349609375,23660.19921875,0
2025-02-06 09:45:00+05:30,23661.19921875,23676.849609375,23625.0,23640.599609375,0
2025-02-06 10:00:00+05:30,23638.25,23661.900390625,23619.849609375,23627.80078125,0
2025-02-06 10:15:00+05:30,23627.30078125,23651.19921875,23623.900390625,23632.900390625,0
2025-02-06 10:30:00+05:30,23633.099609375,23656.900390625,23626.55078125,23646.0,0
2025-02-06 10:45:00+05:30,23647.349609375,23648.19921875,23629.94921875,23641.75,0
2025-02-06 11:00:00+05:30,23642.0,23648.75,23605.0,23616.349609375,0
2025-02-06 11:15:00+05:30,23616.94921875,23616.94921875,23597.150390625,23605.900390625,0
2025-02-06 11:30:00+05:30,23605.80078125,23616.30078125,23594.599609375,23612.55078125,0
2025-02-06 11:45:00+05:30,23611.349609375,23626.5,23603.099609375,23608.400390625,0
2025-02-06 12:00:00+05:30,23608.849609375,23623.30078125,23608.150390625,23619.44921875,0
2025-02-06 12:15:00+05:30,23620.30078125,23629.25,23608.75,23613.849609375,0
2025-02-06 12:30:00+05:30,23613.55078125,23615.599609375,23595.849609375,23607.0,0
2025-02-06 12:45:00+05:30,23606.69921875,23610.19921875,23576.0,23581.69921875,0
2025-02-06 13:00:00+05:30,23581.69921875,23592.25,23579.05078125,23586.19921875,0
2025-02-06 13:15:00+05:30,23586.30078125,23603.75,23580.44921875,23594.69921875,0
2025-02-06 13:30:00+05:30,23595.0,23600.150390625,23581.400390625,23588.75,0
2025-02-06 13:45:00+05:30,23588.30078125,23591.650390625,23562.55078125,23580.099609375,0
2025-02-06 14:00:00+05:30,23580.400390625,23596.900390625,23570.0,23573.0,0
2025-02-06 14:15:00+05:30,23573.30078125,23582.599609375,23567.099609375,23574.0,0
2025-02-06 14:30:00+05:30,23574.150390625,23583.55078125,23556.400390625,23575.75,0
2025-02-06 14:45:00+05:30,23575.25,23582.650390625,23567.19921875,23580.94921875,0
